date,Month,Day,Year,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precip,IntCondition,month
2/5/2020,February,5,2020,67.55555556,38.55555556,36.48888889,12.28888889,0.0,29.98333333,0,6.066666667,2
2/6/2020,February,6,2020,64.95833333,41.83333333,45.3125,5.479166667,0.0,29.94270833,0,3.083333333,2
2/7/2020,February,7,2020,66.87234043,38.29787234,42.55319149,9.617021277,0.0,29.98,0,2.510638298,2
2/8/2020,February,8,2020,67.73809524,27.02380952,22.45238095,8.19047619,0.0,30.055,0,1.5,2
2/9/2020,February,9,2020,67.90697674,27.60465116,25.11627907,6.186046512,0.0,30.03930233,0,1.813953488,2
2/10/2020,February,10,2020,68.2,28.57777778,25.57777778,8.2,0.0,29.972,0,3.488888889,2
2/11/2020,February,11,2020,69.95555556,28.48888889,24.17777778,9.244444444,0.0,29.95,0,2.244444444,2
2/12/2020,February,12,2020,73.30612245,33.6122449,24.51020408,12.81632653,0.0,30.00204082,0,2.326530612,2
2/13/2020,February,13,2020,72.60465116,44.13953488,38.18604651,5.697674419,0.0,28.60790698,0,4.534883721,2
2/14/2020,February,14,2020,72.90697674,46.51162791,44.25581395,3.279069767,0.0,29.95,0,5.372093023,2
2/15/2020,February,15,2020,71.70212766,50.0212766,51.36170213,2.489361702,0.0,29.90702128,0,4.574468085,2
2/16/2020,February,16,2020,74.08888889,43.62222222,40.08888889,4.155555556,0.0,29.93933333,0,4.311111111,2
2/17/2020,February,17,2020,74.37777778,26.68888889,21.4,8.155555556,0.0,29.956,0,2.711111111,2
2/18/2020,February,18,2020,76.28888889,25.37777778,16.06666667,5.622222222,0.0,29.90666667,0,6.355555556,2
2/19/2020,February,19,2020,78.1627907,41.18604651,32.37209302,8.465116279,0.0,29.78767442,0,3.604651163,2
2/20/2020,February,20,2020,74.6097561,39.04878049,32.07317073,8.219512195,0.0,29.80829268,0,5.609756098,2
2/21/2020,February,21,2020,74.39534884,37.90697674,25.79069767,15.11627907,0.0,29.96674419,0,4.255813953,2
2/22/2020,February,22,2020,71.3,43.375,37.8,10.85,0.0,30.0415,0,5.625,2
2/23/2020,February,23,2020,76.48837209,47.04651163,36.93023256,7.88372093,0.0,29.28348837,0,3.790697674,2
2/24/2020,February,24,2020,75.0,45.92682927,37.48780488,5.170731707,0.0,29.90487805,0,6.634146341,2
2/25/2020,February,25,2020,75.27906977,60.81395349,63.48837209,5.651162791,0.0,29.85976744,0,7.11627907,2
2/26/2020,February,26,2020,76.31111111,63.84444444,68.2,6.022222222,0.0,29.85022222,0,6.177777778,2
2/27/2020,February,27,2020,77.42857143,56.45238095,53.95238095,8.166666667,0.0,29.83595238,0,5.30952381,2
2/28/2020,February,28,2020,75.65116279,65.25581395,70.76744186,8.88372093,0.0,29.07069767,0,6.930232558,2
2/29/2020,February,29,2020,76.54545455,62.63636364,64.81818182,5.318181818,0.0,29.765,0,9.318181818,2
3/1/2020,March,1,2020,77.67391304,50.5,41.97826087,9.391304348,0.0,29.84065217,0,4.673913043,3
3/2/2020,March,2,2020,76.5,48.80434783,39.04347826,6.326086957,0.0,29.85282609,0,4.02173913,3
3/3/2020,March,3,2020,76.47727273,55.63636364,52.5,8.727272727,0.0,29.81,0,3.113636364,3
3/4/2020,March,4,2020,75.9047619,61.21428571,61.04761905,10.61904762,0.0,29.74785714,0,3.857142857,3
3/5/2020,March,5,2020,75.44444444,51.82222222,47.64444444,11.35555556,0.0,29.682,0,4.888888889,3
3/6/2020,March,6,2020,72.45454545,31.34090909,23.31818182,11.38636364,0.0,29.75681818,0,8.454545455,3
3/7/2020,March,7,2020,72.17021277,43.17021277,39.14893617,5.70212766,0.0,29.83808511,0,5.319148936,3
3/8/2020,March,8,2020,70.72340426,43.21276596,40.19148936,6.212765957,0.0,29.87468085,0,2.127659574,3
3/9/2020,March,9,2020,75.09302326,42.69767442,35.74418605,9.046511628,0.0,29.82418605,0,5.88372093,3
3/10/2020,March,10,2020,75.32608696,49.52173913,42.7826087,9.608695652,0.0,29.75065217,0,5.304347826,3
3/11/2020,March,11,2020,72.23255814,31.18604651,23.58139535,14.3255814,0.0,29.77023256,0,5.837209302,3
3/12/2020,March,12,2020,73.06666667,25.11111111,18.88888889,11.88888889,0.0,29.82466667,0,8.111111111,3
3/13/2020,March,13,2020,71.86363636,35.59090909,32.36363636,5.659090909,0.0,29.91590909,0,5.75,3
3/14/2020,March,14,2020,71.48837209,38.69767442,34.34883721,5.372093023,0.0,29.93767442,0,6.209302326,3
3/15/2020,March,15,2020,70.81481481,48.88888889,49.96296296,4.407407407,0.0,29.92074074,0,6.888888889,3
3/16/2020,March,16,2020,79.32352941,41.73529412,29.35294118,7.882352941,0.0,29.91588235,0,2.352941176,3
3/17/2020,March,17,2020,80.0212766,40.63829787,26.76595745,6.787234043,0.0,29.90212766,0,3.531914894,3
3/18/2020,March,18,2020,80.46808511,40.44680851,25.61702128,6.70212766,0.0,29.86234043,0,1.595744681,3
3/19/2020,March,19,2020,78.60465116,43.95348837,32.72093023,6.511627907,0.0,29.78069767,0,3.604651163,3
3/20/2020,March,20,2020,78.26190476,63.5,61.35714286,13.85714286,0.0,29.74428571,0,2.952380952,3
3/21/2020,March,21,2020,79.11363636,66.45454545,66.5,7.795454545,0.0,29.78613636,0,5.863636364,3
3/22/2020,March,22,2020,75.86363636,63.36363636,62.65909091,8.204545455,0.0,29.81954545,0,5.340909091,3
3/23/2020,March,23,2020,78.5106383,63.78723404,62.21276596,6.765957447,0.0,29.80468085,0,5.404255319,3
3/24/2020,March,24,2020,80.0,66.86363636,65.25,7.568181818,0.0,29.76772727,0,4.659090909,3
3/25/2020,March,25,2020,77.35897436,57.33333333,52.74358974,5.461538462,0.0,29.76846154,0,7.948717949,3
3/26/2020,March,26,2020,72.73809524,58.4047619,61.30952381,5.023809524,0.0,29.84142857,0,8.452380952,3
3/27/2020,March,27,2020,73.0,54.76744186,55.20930233,9.372093023,0.0,29.89953488,0,1.418604651,3
3/28/2020,March,28,2020,75.83333333,59.30952381,57.5,11.83333333,0.0,29.865,0,1.30952381,3
3/29/2020,March,29,2020,81.38636364,54.27272727,46.13636364,7.954545455,0.0,29.82772727,0,2.204545455,3
3/30/2020,March,30,2020,82.30952381,49.85714286,35.9047619,6.880952381,0.0,29.79214286,0,1.571428571,3
3/31/2020,March,31,2020,79.93333333,61.22222222,55.66666667,10.62222222,0.0,29.78733333,0,2.844444444,3
4/1/2020,April,1,2020,80.88372093,63.27906977,57.23255814,11.0,0.0,29.81697674,0,3.23255814,4
4/2/2020,April,2,2020,83.55813953,57.11627907,43.55813953,5.348837209,0.0,29.79116279,0,1.0,4
4/3/2020,April,3,2020,86.61904762,51.42857143,34.19047619,7.404761905,0.0,29.78642857,0,1.0,4
4/4/2020,April,4,2020,86.48780488,50.24390244,31.73170732,5.975609756,0.0,29.79243902,0,2.707317073,4
4/5/2020,April,5,2020,83.06666667,61.97777778,51.57777778,5.822222222,0.0,29.80066667,0,1.777777778,4
4/6/2020,April,6,2020,82.02083333,63.54166667,58.47916667,6.625,0.0,29.789375,0,1.0,4
4/7/2020,April,7,2020,82.6744186,65.46511628,59.86046512,8.558139535,0.0,29.72976744,0,3.418604651,4
4/8/2020,April,8,2020,81.8,66.17777778,61.44444444,4.666666667,0.0,29.776,0,3.111111111,4
4/9/2020,April,9,2020,81.68888889,66.57777778,62.33333333,6.866666667,0.0,29.12755556,0,1.0,4
4/10/2020,April,10,2020,82.91304348,65.15217391,59.19565217,6.195652174,0.0,29.80021739,0,2.739130435,4
4/11/2020,April,11,2020,86.95454545,53.72727273,39.77272727,4.136363636,0.0,29.84909091,0,2.340909091,4
4/12/2020,April,12,2020,84.39534884,48.58139535,31.37209302,7.279069767,0.0,29.81860465,0,1.372093023,4
4/13/2020,April,13,2020,85.80952381,57.38095238,43.02380952,10.54761905,0.0,29.76857143,0,1.285714286,4
4/14/2020,April,14,2020,83.42857143,67.28571429,60.66666667,12.23809524,0.0,29.75857143,0,3.380952381,4
4/15/2020,April,15,2020,84.80952381,70.04761905,63.21428571,9.30952381,0.0,29.77142857,0,3.619047619,4
4/16/2020,April,16,2020,83.93181818,69.29545455,62.84090909,8.772727273,0.0,29.04522727,0,3.431818182,4
4/17/2020,April,17,2020,86.68421053,61.63157895,48.34210526,7.789473684,0.0,29.69710526,0,1.736842105,4
4/18/2020,April,18,2020,84.88888889,68.04444444,58.77777778,9.066666667,0.0,29.75466667,0,1.133333333,4
4/19/2020,April,19,2020,85.18918919,66.05405405,55.67567568,10.78378378,0.0,29.73621622,0,1.0,4
4/20/2020,April,20,2020,84.2,69.88888889,63.31111111,7.4,0.0,29.71466667,0,2.622222222,4
4/21/2020,April,21,2020,85.29545455,72.13636364,66.31818182,6.5,0.0,29.73227273,0,1.454545455,4
4/22/2020,April,22,2020,87.75,68.15909091,57.0,12.20454545,0.0,29.67840909,0,1.181818182,4
4/23/2020,April,23,2020,84.55555556,67.05555556,55.80555556,11.22222222,0.0,29.66666667,0,1.944444444,4
4/24/2020,April,24,2020,85.92307692,67.48717949,54.82051282,15.12820513,0.0,29.61769231,0,7.179487179,4
4/25/2020,April,25,2020,85.775,69.1,58.575,10.875,0.0,29.633,0,3.0,4
4/26/2020,April,26,2020,85.51162791,72.97674419,67.55813953,9.976744186,0.0,29.66837209,0,2.325581395,4
4/27/2020,April,27,2020,85.76923077,72.51282051,67.1025641,10.92307692,0.0,29.72153846,0,1.230769231,4
4/28/2020,April,28,2020,85.95,71.05,63.775,9.675,0.0,28.9995,0,2.85,4
4/29/2020,April,29,2020,86.59090909,68.59090909,59.02272727,7.181818182,0.0,29.7275,0,4.704545455,4
4/30/2020,April,30,2020,86.90243902,70.09756098,61.51219512,7.634146341,0.0,29.73682927,0,2.804878049,4
5/1/2020,May,1,2020,87.08888889,68.04444444,55.75555556,12.22222222,0.0,29.71466667,0,2.066666667,5
5/2/2020,May,2,2020,86.93478261,73.06521739,64.04347826,13.13043478,0.0,29.66130435,0,2.347826087,5
5/3/2020,May,3,2020,87.11904762,73.07142857,64.9047619,12.95238095,0.0,29.64714286,0,3.857142857,5
5/4/2020,May,4,2020,88.45454545,74.93181818,65.70454545,8.704545455,0.0,29.67431818,0,3.5,5
5/5/2020,May,5,2020,89.64285714,72.28571429,59.26190476,10.30952381,0.0,29.675,0,1.5,5
5/6/2020,May,6,2020,90.39534884,70.81395349,56.04651163,9.162790698,0.0,29.6272093,0,1.744186047,5
5/7/2020,May,7,2020,88.12195122,72.09756098,60.85365854,9.097560976,0.0,29.61317073,0,1.0,5
5/8/2020,May,8,2020,87.86363636,74.15909091,65.15909091,10.11363636,0.0,28.95863636,0,1.545454545,5
5/9/2020,May,9,2020,86.61363636,73.15909091,65.02272727,11.04545455,0.0,29.64431818,0,3.272727273,5
5/10/2020,May,10,2020,87.59090909,73.84090909,64.25,12.61363636,0.0,29.63272727,0,3.409090909,5
5/11/2020,May,11,2020,86.42222222,73.6,66.08888889,12.08888889,0.0,29.636,0,3.377777778,5
5/12/2020,May,12,2020,86.97560976,72.92682927,64.29268293,12.82926829,0.0,29.64463415,0,2.390243902,5
5/13/2020,May,13,2020,86.65,72.4,63.35,10.45,0.0,28.9005,0,3.775,5
5/14/2020,May,14,2020,87.26315789,71.23684211,59.63157895,8.210526316,0.0,29.64973684,0,4.289473684,5
5/15/2020,May,15,2020,88.57777778,68.73333333,53.28888889,8.355555556,0.0,29.66266667,0,1.666666667,5
5/16/2020,May,16,2020,88.44680851,71.42553191,58.5106383,12.61702128,0.0,29.65170213,0,2.425531915,5
5/17/2020,May,17,2020,86.48837209,71.48837209,61.53488372,11.53488372,0.0,29.63767442,0,1.627906977,5
5/18/2020,May,18,2020,87.90909091,73.25,63.72727273,10.59090909,0.0,29.58909091,0,2.181818182,5
5/19/2020,May,19,2020,88.8,73.75,62.475,6.05,0.0,29.55575,0,3.225,5
5/20/2020,May,20,2020,91.225,67.725,51.675,5.725,0.0,29.564,0,2.775,5
5/21/2020,May,21,2020,89.82978723,72.10638298,59.27659574,9.553191489,0.0,29.59042553,0,1.680851064,5
5/22/2020,May,22,2020,89.0,75.22222222,64.86666667,11.24444444,0.0,29.59133333,0,1.911111111,5
5/23/2020,May,23,2020,89.58974359,71.53846154,56.74358974,14.05128205,0.0,29.63307692,0,1.051282051,5
5/24/2020,May,24,2020,88.27272727,72.88636364,61.56818182,14.54545455,0.0,28.98045455,0,1.659090909,5
5/25/2020,May,25,2020,87.90909091,74.45454545,65.36363636,16.36363636,0.0,29.64772727,0,2.25,5
5/26/2020,May,26,2020,89.11111111,74.51111111,63.71111111,16.95555556,0.0,29.60933333,0,2.4,5
5/27/2020,May,27,2020,89.83333333,72.66666667,58.28571429,16.5952381,0.0,29.545,0,8.476190476,5
5/28/2020,May,28,2020,89.3,75.075,63.7,18.35,0.0,26.556,0,4.975,5
5/29/2020,May,29,2020,89.24390244,76.65853659,66.75609756,15.90243902,0.0,29.49609756,0,4.731707317,5
5/30/2020,May,30,2020,89.06666667,75.93333333,65.71111111,12.62222222,0.0,29.574,0,5.311111111,5
5/31/2020,May,31,2020,88.59574468,75.85106383,66.74468085,11.12765957,0.0,29.62170213,0,5.361702128,5
6/1/2020,June,1,2020,88.19512195,74.85365854,65.3902439,11.14634146,0.0,29.63292683,0,4.268292683,6
6/2/2020,June,2,2020,89.37209302,75.44186047,64.39534884,9.790697674,0.0,29.56372093,0,4.860465116,6
6/3/2020,June,3,2020,89.66666667,71.91111111,58.15555556,10.48888889,1.288888889,29.506,0,6.088888889,6
6/4/2020,June,4,2020,89.86046512,72.88372093,58.04651163,8.046511628,0.0,29.50860465,0,8.186046512,6
6/5/2020,June,5,2020,89.2972973,74.35135135,62.16216216,10.13513514,0.0,29.49054054,0,3.756756757,6
6/6/2020,June,6,2020,89.6,73.725,60.475,10.2,0.0,29.49275,0,7.025,6
6/7/2020,June,7,2020,90.95121951,73.7804878,58.2195122,9.414634146,0.0,29.49756098,0,5.219512195,6
6/8/2020,June,8,2020,91.30769231,74.20512821,58.25641026,11.76923077,0.0,29.51,0,2.974358974,6
6/9/2020,June,9,2020,90.40425532,74.68085106,60.82978723,11.27659574,0.0,29.53808511,0,4.617021277,6
6/10/2020,June,10,2020,89.45238095,76.0952381,65.35714286,12.97619048,0.0,29.52,0,4.69047619,6
6/11/2020,June,11,2020,89.80434783,75.45652174,63.45652174,12.17391304,0.0,29.45978261,0,5.086956522,6
6/12/2020,June,12,2020,90.14893617,75.27659574,62.42553191,12.21276596,0.0,29.41106383,0,4.191489362,6
6/13/2020,June,13,2020,90.2,75.0,61.86666667,9.244444444,0.0,29.43333333,0,2.977777778,6
6/14/2020,June,14,2020,90.875,74.875,60.70833333,11.45833333,0.0,29.483125,0,3.770833333,6
6/15/2020,June,15,2020,90.52380952,76.19047619,63.80952381,12.54761905,0.0,29.45714286,0,4.833333333,6
6/16/2020,June,16,2020,89.73809524,75.35714286,63.66666667,12.76190476,0.0,29.40333333,0,1.642857143,6
6/17/2020,June,17,2020,90.11363636,75.09090909,62.5,12.72727273,0.0,29.385,0,4.340909091,6
6/18/2020,June,18,2020,90.88095238,74.21428571,59.26190476,12.0952381,0.0,29.42142857,0,3.285714286,6
6/19/2020,June,19,2020,91.0,75.69047619,61.76190476,9.404761905,0.0,29.455,0,3.30952381,6
6/20/2020,June,20,2020,91.27906977,75.62790698,61.25581395,8.558139535,0.0,29.46953488,0,2.76744186,6
6/21/2020,June,21,2020,90.48888889,75.28888889,61.6,13.06666667,0.0,29.454,0,3.888888889,6
6/22/2020,June,22,2020,91.76595745,75.10638298,59.65957447,11.0,0.0,29.41553191,0,4.425531915,6
6/23/2020,June,23,2020,92.2,73.66666667,56.15555556,6.022222222,0.0,29.46533333,0,3.222222222,6
6/24/2020,June,24,2020,92.87234043,73.91489362,55.78723404,6.489361702,0.0,29.51191489,0,1.957446809,6
6/25/2020,June,25,2020,91.71428571,75.42857143,59.83333333,12.78571429,0.0,29.49785714,0,4.476190476,6
6/26/2020,June,26,2020,91.37777778,74.57777778,58.8,12.62222222,0.0,29.478,0,3.6,6
6/27/2020,June,27,2020,92.06976744,75.62790698,59.55813953,15.27906977,0.0,29.46534884,0,4.674418605,6
6/28/2020,June,28,2020,91.31914894,75.23404255,60.06382979,16.17021277,0.0,29.45446809,0,4.787234043,6
6/29/2020,June,29,2020,90.31914894,76.74468085,64.68085106,13.74468085,0.0,29.43276596,0,5.914893617,6
6/30/2020,June,30,2020,91.88372093,74.88372093,58.58139535,10.1627907,0.0,27.40581395,0,3.302325581,6
7/1/2020,July,1,2020,93.40909091,72.93181818,53.18181818,7.659090909,0.0,29.465,0,1.022727273,7
7/2/2020,July,2,2020,91.74418605,74.93023256,58.88372093,9.139534884,0.0,29.44813953,0,4.11627907,7
7/3/2020,July,3,2020,92.13953488,74.60465116,57.74418605,12.04651163,0.0,29.4127907,0,3.325581395,7
7/4/2020,July,4,2020,91.93877551,77.6122449,63.40816327,10.69387755,0.0,29.35346939,0,4.571428571,7
7/5/2020,July,5,2020,92.0,76.17021277,60.65957447,14.78723404,0.0,29.30659574,0,5.212765957,7
7/6/2020,July,6,2020,90.73333333,76.97777778,65.66666667,8.844444444,0.0,29.32488889,0,8.333333333,7
7/7/2020,July,7,2020,90.81818182,79.65909091,70.31818182,9.977272727,0.0,29.37068182,0,8.886363636,7
7/8/2020,July,8,2020,88.79545455,77.25,69.95454545,7.068181818,0.0,29.39159091,0,12.15909091,7
7/9/2020,July,9,2020,89.88888889,76.91111111,67.62222222,8.711111111,0.0,29.388,0,4.911111111,7
7/10/2020,July,10,2020,90.51111111,78.2,67.53333333,8.0,0.0,29.37377778,0,5.288888889,7
7/11/2020,July,11,2020,90.625,77.7,66.45,16.6,0.0,29.3785,0,5.95,7
7/12/2020,July,12,2020,89.375,76.3,65.75,18.875,0.0,29.39,0,7.75,7
7/13/2020,July,13,2020,89.80434783,76.30434783,65.34782609,10.06521739,0.0,29.42456522,0,6.608695652,7
7/14/2020,July,14,2020,90.97777778,75.13333333,60.82222222,11.86666667,0.0,29.45333333,0,4.533333333,7
7/15/2020,July,15,2020,91.6744186,75.48837209,60.30232558,10.6744186,0.0,29.43325581,0,3.348837209,7
7/16/2020,July,16,2020,91.04761905,75.16666667,60.71428571,11.11904762,0.0,29.38166667,0,8.595238095,7
7/17/2020,July,17,2020,90.39534884,72.76744186,60.44186047,14.74418605,0.0,29.35627907,0,14.88372093,7
7/18/2020,July,18,2020,91.27659574,76.5106383,63.78723404,9.234042553,0.0,29.41489362,0,6.425531915,7
7/19/2020,July,19,2020,89.63829787,76.61702128,66.10638298,6.808510638,0.0,29.48638298,0,4.234042553,7
7/20/2020,July,20,2020,89.41304348,77.30434783,67.7826087,16.7173913,0.0,29.39782609,0,7.152173913,7
7/21/2020,July,21,2020,88.5,78.27083333,72.125,15.4375,0.0,29.425625,0,9.0,7
7/22/2020,July,22,2020,89.54545455,74.75,62.61363636,10.31818182,0.0,29.54,0,4.863636364,7
7/23/2020,July,23,2020,90.56521739,74.41304348,60.02173913,18.67391304,0.0,29.50152174,0,5.152173913,7
7/24/2020,July,24,2020,90.89130435,74.82608696,60.26086957,13.95652174,0.0,29.5223913,0,4.956521739,7
7/25/2020,July,25,2020,90.69565217,75.47826087,62.10869565,10.2826087,0.0,29.55565217,0,6.652173913,7
7/26/2020,July,26,2020,85.4047619,77.97619048,79.35714286,6.119047619,0.0,29.58071429,0,11.47619048,7
7/27/2020,July,27,2020,85.29166667,78.25,79.875,6.666666667,0.0,29.58,0,8.541666667,7
7/28/2020,July,28,2020,88.51111111,77.84444444,70.8,13.04444444,0.0,29.51733333,0,5.466666667,7
7/29/2020,July,29,2020,88.41304348,77.26086957,69.65217391,16.58695652,0.0,29.44217391,0,7.217391304,7
7/30/2020,July,30,2020,89.17777778,77.66666667,69.24444444,9.688888889,0.0,29.46333333,0,5.422222222,7
7/31/2020,July,31,2020,89.88636364,76.56818182,65.84090909,8.454545455,0.0,24.80090909,0,3.886363636,7
8/1/2020,August,1,2020,90.82608696,75.93478261,62.60869565,10.2826087,0.0,29.46956522,0,2.586956522,8
8/2/2020,August,2,2020,91.34042553,75.21276596,60.44680851,9.680851064,0.0,29.4487234,0,4.0,8
8/3/2020,August,3,2020,90.7173913,76.67391304,64.23913043,12.56521739,0.0,29.34782609,0,5.217391304,8
8/4/2020,August,4,2020,90.53191489,76.9787234,65.08510638,14.89361702,0.0,29.25957447,0,5.638297872,8
8/5/2020,August,5,2020,90.91304348,78.34782609,66.84782609,9.239130435,0.0,29.26108696,0,7.217391304,8
8/6/2020,August,6,2020,89.77272727,79.18181818,72.5,10.61363636,0.0,29.28409091,0,11.11363636,8
8/7/2020,August,7,2020,84.17391304,79.13043478,85.02173913,12.30434783,0.0,28.66413043,0,12.93478261,8
8/8/2020,August,8,2020,83.7826087,80.04347826,87.30434783,9.47826087,0.0,29.35543478,0,12.93478261,8
8/9/2020,August,9,2020,85.72727273,78.68181818,79.52272727,6.636363636,0.0,28.74113636,0,8.477272727,8
8/10/2020,August,10,2020,87.46511628,78.30232558,74.30232558,8.558139535,0.0,29.41860465,0,4.511627907,8
8/11/2020,August,11,2020,88.43478261,78.43478261,72.26086957,10.67391304,0.0,29.44347826,0,5.804347826,8
8/12/2020,August,12,2020,86.95833333,78.58333333,76.08333333,16.0625,0.0,27.60375,0,9.708333333,8
8/13/2020,August,13,2020,87.53488372,77.02325581,69.34883721,16.20930233,0.0,29.37,0,8.255813953,8
8/14/2020,August,14,2020,88.8372093,76.90697674,68.09302326,12.44186047,0.0,29.32418605,0,4.744186047,8
8/15/2020,August,15,2020,88.75,78.27272727,71.31818182,9.886363636,0.0,29.34022727,0,6.863636364,8
8/16/2020,August,16,2020,89.06666667,78.64444444,71.73333333,13.2,0.0,29.37422222,0,7.422222222,8
8/17/2020,August,17,2020,88.91304348,77.60869565,69.43478261,11.89130435,0.0,29.37717391,0,6.065217391,8
8/18/2020,August,18,2020,88.46808511,78.06382979,71.57446809,10.34042553,0.0,29.41617021,0,6.14893617,8
8/19/2020,August,19,2020,87.95555556,78.24444444,72.95555556,13.75555556,0.0,29.38955556,0,5.8,8
8/20/2020,August,20,2020,88.65116279,77.27906977,69.55813953,10.48837209,0.0,29.38976744,0,6.534883721,8
8/21/2020,August,21,2020,86.4375,77.79166667,77.20833333,8.979166667,0.0,28.85583333,0,11.625,8
8/22/2020,August,22,2020,86.14583333,77.625,76.83333333,5.541666667,0.604166667,28.86770833,0,15.08333333,8
8/23/2020,August,23,2020,87.59574468,79.31914894,74.59574468,9.829787234,0.0,29.46021277,0,6.106382979,8
8/24/2020,August,24,2020,85.4,78.68888889,80.31111111,15.02222222,0.0,29.46266667,0,10.93333333,8
8/25/2020,August,25,2020,80.75,77.38636364,89.59090909,10.11363636,0.0,28.83113636,0,15.81818182,8
8/26/2020,August,26,2020,81.83333333,76.83333333,85.27083333,6.833333333,0.0,29.50375,0,13.39583333,8
8/27/2020,August,27,2020,80.17391304,77.39130435,91.82608696,8.0,0.0,29.48521739,0,17.26086957,8
8/28/2020,August,28,2020,83.73913043,79.52173913,86.80434783,6.108695652,0.0,29.47086957,0,10.34782609,8
8/29/2020,August,29,2020,86.06818182,79.45454545,80.09090909,10.29545455,0.0,29.48136364,0,5.931818182,8
8/30/2020,August,30,2020,86.10526316,77.89473684,76.44736842,10.55263158,0.0,29.47763158,0,6.710526316,8
8/31/2020,August,31,2020,84.56521739,76.69565217,77.13043478,11.56521739,0.0,28.87695652,0,7.369565217,8
9/1/2020,September,1,2020,84.86363636,74.81818182,72.65909091,10.40909091,0.0,29.62045455,0,6.568181818,9
